code_switched,arabic,english
طيب بيبقي عندك plans أو حاجة معينة في ال+weekends بتعملها؟,طيب بيبقي عندك خطط أو حاجة معينة في الأجازات الأسبوعية بتعملها؟,Okay do you have certain plans or certain things to do on the weekends?
Okay بتحب تقرا؟,تمام بتحب تقرا؟,Okay do you like reading?
طيب في quote قرأتها في كتاب عجبتك أو بتحب تمشي بيها في حياتك؟,طيب في مقولة قرأتها في كتاب عجبتك أو بتحب تمشي بيها في حياتك؟,Okay is there any quote that you have read in a book and you liked it or you like applying in your life?
طب أيه أكتر كتاب قريته و عجبك و لو ممكن تحكيلنا كده بسرعة عن قصته؟,طب أيه أكتر كتاب قريته و عجبك و لو ممكن تحكيلنا كده بسرعة عن قصته؟,Which book have you read the most and if yo u can briefly tell us about its story?
أيه أكتر فيلم أتفرجت عليه و عجبك قصته؟ و لو عايز تحكي قصته؟,أيه أكتر فيلم أتفرجت عليه و عجبك قصته؟ و لو عايز تحكي قصته؟,Which movie have you watched and liked its story? and if you would like can you tell us the story?
طيب ممكن تقولنا أيه .. ال+dream*job بتاعتك لو أنت ماكنتش بتشتغل هنا في الجامعة ك+TA ؟,طيب ممكن تقولنا أيه .. وظيفة الأحلام بتاعتك لو أنت ماكنتش بتشتغل هنا في الجامعة ك مدرس مساعد؟,Okay can you tell us about what's .. your dream job if you were not working as a TA in the university?
Okay طيب ممكن تحيلنا عن experience أخدتها في internship قبل كده برا أو شغل كان part-time او full-time؟,تمام طيب ممكن تحيلنا عن خبرة أخدتها في تدريب قبل كده برا أو شغل كان دوام جزئي او دوام كامل؟,Okay okay can you tell us about an experience that you gained from an internship that you did before or from a part-time or full-time work?
"طيب, أنت تفضل الحياة العملية ال+working*life و لا حياتك و أنت كنت طالب؟ و ليه؟","طيب, أنت تفضل الحياة العملية الحياة المهنية و لا حياتك و أنت كنت طالب؟ و ليه؟","Okay do you much prefer the practical life, the working life or your life as a student? and why?"
"طيب, أيه أكتر لحظة في حياتك حسيت أنه دي turning point؟","طيب, أيه أكتر لحظة في حياتك حسيت أنه دي نقطة تحول؟","Okay, which moment do you feel was a turning point?"
طيب حسيت أنه ده غير أيه في شخصيتك؟,طيب حسيت أنه ده غير أيه في شخصيتك؟,Okay do you feel that this changed something in your character?
Okay طيب أنت و انت في الجامعة كنت بتحب الشغل in teams و لا كنت بتحب تشتغل على ال+project لوحدك؟ و ليه؟,تمام طيب أنت و انت في الجامعة كنت بتحب الشغل في فريق و لا كنت بتحب تشتغل على المشروع لوحدك؟ و ليه؟,Okay okay while you were at college do you like working in teams or do you like working on projects individually?
"طيب, أنت عندك حد بتاخده مثل أعلى في حياتك؟ سواء و أنت بتدرس في الجامعة أو في حياتك العملية برا؟","طيب, أنت عندك حد بتاخده مثل أعلى في حياتك؟ سواء و أنت بتدرس في الجامعة أو في حياتك العملية برا؟",Okay do you have a role model in your life? whether while studying at college or in your practical life?
طيب في سؤال بيقول would you rather be liked or respected؟ تختار أنهي و ليه؟,طيب في سؤال بيقول تفضل أنك تكون محبوب و لا أن الناس تحترمك؟ تختار أنهي و ليه؟,Okay there is a question would you rather be liked or respected? which one would you choose and why?
و أنا عن نفسي أقتنعت,و أنا عن نفسي أقتنعت,And I get convinced
شكرا.,شكرا.,Thank you
طيب ممكن تقولنا بتعمل ايه كل يوم الصبح؟ إيه ال+daily*routine بتاعك؟,طيب ممكن تقولنا بتعمل ايه كل يوم الصبح؟ إيه الروتين اليومي بتاعك؟,"Okay, can you tell us what are you doing every morning? What's your daily routine?"
طيب بيبقى عندك plans معينة في ال+weekends أو عندك هوايات معينة بتحب تمارسها؟,طيب بيبقى عندك خطط معينة في الأجازات الأسبوعية أو عندك هوايات معينة بتحب تمارسها؟,"Okay, do you have certain plans in the weekends or certain hobbies that you like to practice?"
Okay طيب أنت بتحب تسمع أغاني؟,تمام طيب أنت بتحب تسمع أغاني؟,"Okay, do you like listening to songs?"
طيب بتحب تسمع بالعربي و بال+English؟ و ممكن تقولنا مثلا لو عندك أغنية بتحبها او مغني مثلا أو band معينة بتحب تسمعلها؟,طيب بتحب تسمع بالعربي و بالإنجليزي؟ و ممكن تقولنا مثلا لو عندك أغنية بتحبها او مغني مثلا أو فرقة معينة بتحب تسمعلها؟,"Okay, do you like listening to Arabic and English? and can you tell us if you have a favorite song or singer or a certain band you would like to hear?"
Okay طيب بتحب تقرأ؟,تمام طيب بتحب تقرأ؟,"Okay, do you like to read?"
طيب جربت .. لو جربت تقرا كنت بتقرا بالعربي و بال+English؟ و ليه اختارت اللغة دي أنك تقرا بيها؟,طيب جربت .. لو جربت تقرا كنت بتقرا بالعربي و بالإنجليزي؟ و ليه اختارت اللغة دي أنك تقرا بيها؟,"Okay, have you tried .. if you tried reading you would read in Arabic and English? And why did you choose this language?"
Okay طيب ممكن تحكيلنا عن فيلم اتفرجت عليه و قصته عجبتك، يعني أكتر فيلم بتحبه أو أخر فيلم؟,تمام طيب ممكن تحكيلنا عن فيلم اتفرجت عليه و قصته عجبتك، يعني أكتر فيلم بتحبه أو أخر فيلم؟,"Okay, can you tell us about a movie you watched and you liked its plot, the most movie you like or the last one?"
طيب أنت لما تكبر و تتجوز و يبقى عندك ولاد هتحب تتدخلهم مدرسة national ولا international؟ و ايه اللغة اللي يبقوا يدرسوا بيها؟ و ليه هتختار الأختيار ده؟,طيب أنت لما تكبر و تتجوز و يبقى عندك ولاد هتحب تتدخلهم مدرسة قومية ولا دولية؟ و ايه اللغة اللي يبقوا يدرسوا بيها؟ و ليه هتختار الأختيار ده؟,"Okay, when you grow up, get married and have kids, you would like to join them to a national or international school? And what language they will study? And why?"
طيب أنت لو .. انت كنت قولت إن أنت نفسك من و أنت صغير أنك ت .. تبقى ممثل أو مخرج لو ا .. ا .. الفرصة يعني .. لو بجانب التمثيل عندك dream job تانية نفسك تشتغلها؟,طيب أنت لو .. انت كنت قولت إن أنت نفسك من و أنت صغير أنك ت .. تبقى ممثل أو مخرج لو ا .. ا .. الفرصة يعني .. لو بجانب التمثيل عندك وظيفة أحلام تانية نفسك تشتغلها؟,"Okay, if you .. you have said that since you were young, you want to be an actor or a director, so the opportunity .. besides acting, do you have another dream job?"
طيب انت جربت قبل كده يعني تعمل internship في حتة أو تشتغل full-time أو part-time؟,طيب انت جربت قبل كده يعني تعمل تدريب في حتة أو تشتغل دوام كامل أو دوام جزئي؟,"Okay, have you tried to take an internship or work full-time or part-time?"
طيب في رأيك الحياة كال+working*life أحسن ولا حياتك دلوقتي و أنت student، من ناحية مثلا الأجازات او المسؤليات؟,طيب في رأيك الحياة كالحياة المهنية أحسن ولا حياتك دلوقتي و أنت طالب، من ناحية مثلا الأجازات او المسؤليات؟,"Okay, in your opinion working life is better or your life now as a student? In terms of for example vacations or responsibilities?"
طيب في لحظة في حياتك حسيت إنه دي turning point؟ قبلها كنت بتفكر بطريقة أو شايف حياتك ماشية في اتجاه و بعدها حياتك بقت في اتجاه تاني أو حاجة غيرت في شخصيتك,طيب في لحظة في حياتك حسيت إنه دي نقطة تحول؟ قبلها كنت بتفكر بطريقة أو شايف حياتك ماشية في اتجاه و بعدها حياتك بقت في اتجاه تاني أو حاجة غيرت في شخصيتك,"Okay, have you felt in a moment in your life that it was a turning point? Before that you were thinking in a certain way or seeing your life going in a direction and then it became in another direction or something changed your personality?"
طيب وانت في الجامعة دلوقتي بتحب تشتغل على projects in teams ولا لوحدك؟ و ليه؟,طيب وانت في الجامعة دلوقتي بتحب تشتغل على المشاريع في فريق ولا لوحدك؟ و ليه؟,"Okay, now while you are in college, would you like to work on projects in teams or individually? And why?"
Okay طيب أنت عندك حد بتاخده مثل أعلى ليك، سواء مثلا في دراستك، في جامعتك أو في حياتك برا أو في اتجاهك للتمثيل، في حد انت بتاخده role model كده في حاجة معينة؟,تمام طيب أنت عندك حد بتاخده مثل أعلى ليك، سواء مثلا في دراستك، في جامعتك أو في حياتك برا أو في اتجاهك للتمثيل، في حد انت بتاخده مثل أعلى كده في حاجة معينة؟,"Okay, is there anyone you consider him your ideal whether in your study life, your college, your own life or in your direction in acting? Is there anyone who is your role model in a certain thing?"
"Okay طيب في سؤال بيقول would you rather be liked or respected, تختار انهي؟ وليه؟","تمام طيب في سؤال بيقول تفضل أنك تكون محبوب و لا أن الناس تحترمك, تختار انهي؟ وليه؟","Okay, here is a question which asks would you rather be liked or respected? Which one will you choose? And why?"
طيب ممكن تقوليلنا بتعملي أيه كل يوم الصبح؟ أيه ال+daily*routine بتاعك؟,طيب ممكن تقوليلنا بتعملي أيه كل يوم الصبح؟ أيه الروتين اليومي بتاعك؟,"Okay, can you tell us what are you doing every morning? What's your daily routine?"
براحتك,براحتك,As you like
Okay، طيب أنتى بيبقى عندك plans معينة في ال+weekends، او بيبقى في مثلا هوايات معينة بتحبي تمارسيها؟,تمام، طيب أنتى بيبقى عندك خطط معينة في الأجازات الأسبوعية، او بيبقى في مثلا هوايات معينة بتحبي تمارسيها؟,"Okay, do you have certain plans in the weekends or certain hobbies that you like to practice?"
Okay طيب بتحبي تقري,تمام طيب بتحبي تقري,"Okay, do you like reading?"
طيب بتحبي تقري بالعربي و لا بال+English؟ و ممكن لو تقوليلنا كتاب عجبك .. كتاب عجبك قريتيه و لو في مثلا كان في quote معينة قريتيها أثرت فيكي او عامة بتمشي بيها في حياتك؟,طيب بتحبي تقري بالعربي و لا بالإنجليزي؟ و ممكن لو تقوليلنا كتاب عجبك .. كتاب عجبك قريتيه و لو في مثلا كان في مقولة معينة قريتيها أثرت فيكي او عامة بتمشي بيها في حياتك؟,"Okay, do you like to read in Arabic or in English? And can you tell us a book which you liked .. a book that you liked or a certain quote that you read in it and affected you and took it as an approach?"
وترتني,وترتني,You confused me
طيب ممكن تحكيلنا قصة كتاب من الكتابين؟,طيب ممكن تحكيلنا قصة كتاب من الكتابين؟,"Okay, can you tell us the story of one of the two books?"
Okay طيب بتسمعي أغانى؟,تمام طيب بتسمعي أغانى؟,"Okay, do you listen to songs?"
طب بتحبي تسمعي English و لا عربي؟,طب بتحبي تسمعي إنجليزي و لا عربي؟,"Okay, do you like listening to English or Arabic songs?"
طيب أيه مثلا أكتر أغنية بتحبيها أو أكتر مغني بتحبي تسمعيله أغانى؟,طيب أيه مثلا أكتر أغنية بتحبيها أو أكتر مغني بتحبي تسمعيله أغانى؟,"Okay, for example which song you like the most, or the singer you love the most?"
Okay كلنا بنحب عمرو دياب,تمام كلنا بنحب عمرو دياب,"Okay, we all love Amr Diab"
طيب، ممكن تقو .. تحكيلنا قصة فيلم أنتي بتحبيه أثر فيكي أو أخر فيلم أتفرجتي عليه,طيب، ممكن تقو .. تحكيلنا قصة فيلم أنتي بتحبيه أثر فيكي أو أخر فيلم أتفرجتي عليه,"Okay, can you tell us the story of a movie that you like and affected you or the last movie you watched?"
Okay طيب أنتي لما تكبري و يبقى عندك ولاد، هتحبي تدخليهم مدرسة national ولا international? و .. و تكون بلغة أيه؟ و ليه هتدخليهم المدرسة دى؟,تمام طيب أنتي لما تكبري و يبقى عندك ولاد، هتحبي تدخليهم مدرسة قومية ولا دولية? و .. و تكون بلغة أيه؟ و ليه هتدخليهم المدرسة دى؟,"Okay, when you grow up and have kids, you would like to join them to a national or international school? And what language they will study? And why?"
Okay طيب، أنتي لما تكبرى، أيه ال+dream*job بتاعك، نفسك تشتغلي فين؟,تمام طيب، أنتي لما تكبرى، أيه وظيفة الأحلام بتاعتك، نفسك تشتغلي فين؟,"Okay, when you grow up, what is your dream job? Where you want to work?"
تشتغلي ايه؟,تشتغلي ايه؟,What do you want to do?
Okay هو .. هو Siemens مثلا دي شركة فيها كل المجالات، فيها engineers فيها HR فيها .. فيها كل حاجة، يعني هي مش .. يعني أنتي نفسك تشتغلي تعملي أيه في Siemens مثلا؟ تعملي .. ت+code#ي، تعملي ..,تمام هو .. هو سيمنز مثلا دي شركة فيها كل المجالات، فيها مهندسين فيها موارد بشرية فيها .. فيها كل حاجة، يعني هي مش .. يعني أنتي نفسك تشتغلي تعملي أيه في سيمنز مثلا؟ تعملي .. تبرمجي، تعملي ..,"Okay, for example Siemens is a company that contains all fields, it contains engineers, HR and everything, its not .. what you want to work in Siemens for example? to do .. to code .. to do"
انت جميلة اصلا,انت جميلة اصلا,You are pretty
طيب في الجامعة بتحبي تشتغلي in groups و لا بتحبي تشتغلي على project individual و ليه؟,طيب في الجامعة بتحبي تشتغلي في مجموعات و لا بتحبي تشتغلي على مشروع لوحدك و ليه؟,"Okay, in college, would you like to work in groups or do you like to work on project individually? And why?"
بس مابتحسيش مثلا أن أنتي لو أشتغلتي in group انت ممكن ال .. اللي معاكي في ال+group مايخلصش ال+task بتاعته فأنتوا تنقصوا، تأخدوا grade مش حلو؟ يعني الشغل مايخلصش؟,بس مابتحسيش مثلا أن أنتي لو أشتغلتي في فريق انت ممكن ال .. اللي معاكي في المجموعة مايخلصش المهمة بتاعته فأنتوا تنقصوا، تأخدوا درجة مش حلو؟ يعني الشغل مايخلصش؟,"But, do not you feel like if you worked in a group, you may .. your mate in the group does not finish his task, so you will get low grade?"
يعني في ناس قالت أنه لوحدي أحسن علشان أنا ببقى منظمة وقتي بالطريقة اللي أنا عارفاها، أنما لو أعتمدت علي ناس تانية ممكن مثلا مواعيدنا ماتبقاش زي بعض، حد يشتغل و حد مايشتغلش؟,يعني في ناس قالت أنه لوحدي أحسن علشان أنا ببقى منظمة وقتي بالطريقة اللي أنا عارفاها، أنما لو أعتمدت علي ناس تانية ممكن مثلا مواعيدنا ماتبقاش زي بعض، حد يشتغل و حد مايشتغلش؟,"I mean some people said that working on my own is much better as I can manage my time as I want, and if I rely on someone, we may not be able to agree on the same dates or someone may procrastinate?"
Okay طيب في سؤال بيقول would you rather be liked or respected تختاري أنهي و ليه؟,تمام طيب في سؤال بيقول تفضل أنك تكون محبوب و لا أن الناس تحترمك تختاري أنهي و ليه؟,"Okay, here is a question which asks would you rather be liked or respected? Which one will you choose? And why?"
liked,أكون محبوب,Liked
ليه؟,ليه؟,Why?
Okay طيب مين مثلك الأعلى في حياتك مثلا لو هنقول مثلا من ناحية الدراسة، أو في حياتك العملية، في ال .. في ال+volley اللي بتلعبيه، يعني ممكن يكون حد معروف، ممكن يكون حد من العيلة، حد بيدرسلك في الجامعة؟,تمام طيب مين مثلك الأعلى في حياتك مثلا لو هنقول مثلا من ناحية الدراسة، أو في حياتك العملية، في ال .. في الكرة الطايرة اللي بتلعبيه، يعني ممكن يكون حد معروف، ممكن يكون حد من العيلة، حد بيدرسلك في الجامعة؟,"Okay, who is your role model for example in your study, in your practical life or in the .. in volley which you play, he may be a celebrity, one of your family or somebody who is teaching you in the college?"
Okay طيب ..,تمام طيب ..,"Okay, .."
شكرا,شكرا,Thank you
طيب، ممكن تحكيلنا عن هوايات بتحب تمارسها؟,طيب، ممكن تحكيلنا عن هوايات بتحب تمارسها؟,"Okay, can you tell us about hobbies that you like to practice?"
"Okay , طيب بتحب تسمع أغانى؟ و لو أه بتحب تسمع بالعربي و لا بال+English?","تمام , طيب بتحب تسمع أغانى؟ و لو أه بتحب تسمع بالعربي و لا بالإنجليزي?","Okay, do you like listening to songs? And if yes, would you like to hear in Arabic or in English?"
Okay طيب في مغني معين يتحب تسمعله أو أغنية معينة بتحب تسمعها?,تمام طيب في مغني معين يتحب تسمعله أو أغنية معينة بتحب تسمعها?,"Okay, is there a certain singer you listening to his songs? Or a certain song you like to listen to?"
"طيب طيب, ممكن تحكيلنا عن فيلم أتفرجت عليه و عجبك قصته و فرق معاك","طيب طيب, ممكن تحكيلنا عن فيلم أتفرجت عليه و عجبك قصته و فرق معاك","Okay, can you tell us about a movie that you watched and you liked its plot and influenced you?"
"طيب, ممكن تحكيلنا لما .. يعني و أنت صغير, كان أيه ال+dream*job بتاعك؟ أو دلوقتي بعد ما دخلت الجامعة, نفسك تشتغل أيه؟","طيب, ممكن تحكيلنا لما .. يعني و أنت صغير, كان أيه وظيفة الأحلام بتاعتك؟ أو دلوقتي بعد ما دخلت الجامعة, نفسك تشتغل أيه؟","Okay, can you tell us when .. I mean when you were young, what was your dream job? And now, after you joined your college, what would you like to work?"
"طيب, ممكن تحكيلنا عن internship أخدتها قبل كده أو حتة أشتغلت فيه full-time أو part-time؟","طيب, ممكن تحكيلنا عن تدريبات أخدتها قبل كده أو حتة أشتغلت فيه دوام كامل أو دوام جزئي؟","Okay, can you tell us about an internship you have took before or a place where you worked full-time or part-time in it?"
Okay طيب تفضل أكتر الحياة العملية، لما يعني تتخرج و تشتغل، ال+working*life و لا حياتك و أنت لسه student في الجامعة؟,تمام طيب تفضل أكتر الحياة العملية، لما يعني تتخرج و تشتغل، الحياة المهنية و لا حياتك و أنت لسه طالب في الجامعة؟,"Okay, would you rather the practical life, when you will graduate and have a job, I mean the working life or your life in college as you are still a student?"
"طيب, أنت سافرت برا قبل كده؟","طيب, أنت سافرت برا قبل كده؟","Well, have you ever traveled abroad?"
"طيب, ممكن تقولنا سافرت فين, يعني أيه البلاد اللي روحتها أو لو في مكان مثلا عجبك و عايز تروحه تانى؟","طيب, ممكن تقولنا سافرت فين, يعني أيه البلاد اللي روحتها أو لو في مكان مثلا عجبك و عايز تروحه تانى؟","Okay, can you tell us where did you travel? I mean what countries did you visit before or if there is a place you liked and want to go there again?"
"في بلد معينة نفسك تسافرلها, تروحها؟","في بلد معينة نفسك تسافرلها, تروحها؟",Is there a certain country you want to visit?
"Okay أيه ده, أشمعنى؟","تمام أيه ده, أشمعنى؟","Okay, why?"
"طيب, لو جتلك فرصة scholarship أو شغل أن أنت تسافر برا, توافق ولا ترفض و ليه؟","طيب, لو جتلك فرصة منحة دراسية أو شغل أن أنت تسافر برا, توافق ولا ترفض و ليه؟","Okay, if you get a scholarship opportunity or a job abroad, will you accept or not? And why?"
"طيب, ممكن تقولنا عن مكان زورته جوا مصر عجبك, تحكيلنا أيه ال+experience اللي كانت هناك؟","طيب, ممكن تقولنا عن مكان زورته جوا مصر عجبك, تحكيلنا أيه التجربة اللي كانت هناك؟","Well, can you tell us about a place you visited in Egypt that you liked it? Tell us about the experience in it?"
زورت حتة هناك، مكتبة الأسكندرية؟,زورت حتة هناك، مكتبة الأسكندرية؟,Did you visit any place there? Alexandria library for example?
Okay طيب ممكن تحكيلنا عن لحظة في حياتك حسيت أنها turning point?,تمام طيب ممكن تحكيلنا عن لحظة في حياتك حسيت أنها نقطة تحول?,"Okay, can you tell us about a moment in your life that you felt that it is a turning point?"
"طيب, ده غير حاجة في شخصيتك؟","طيب, ده غير حاجة في شخصيتك؟","Okay, did this change anything in your personality?"
"Okay طيب و أنت في الجامعة, بتحب تشتغل in teams و لا لوحدك، في .. علي أي project? و ليه؟","تمام طيب و أنت في الجامعة, بتحب تشتغل في فريق و لا لوحدك، في .. علي أي مشروع? و ليه؟","Okay, in college, do you like working in teams or individually in .. on any project? And why?"
"Okay, طيب أنت عندك حد بتاخده مثل أعلي في حياتك, role model في حاجة معينة، مثلا say في .. في شغلك، في جامعتك، في حياتك، في الكنيسة، في بيتك؟","تمام, طيب أنت عندك حد بتاخده مثل أعلي في حياتك, مثل أعلى في حاجة معينة، مثلا نقول في .. في شغلك، في جامعتك، في حياتك، في الكنيسة، في بيتك؟","Okay, is there anyone you consider him your ideal, a role model in a certain thing, let us say in your career, your college, your life, your church or in home?"
"Okay طيب في سؤال بيقول would you rather to be liked or respected, تختار أنهي و ليه؟","تمام طيب في سؤال بيقول تفضل أنك تكون محبوب ولا أن الناس تحترمك, تختار أنهي و ليه؟","Okay, here is a question which asks would you rather be liked or respected? Which one will you choose? And why?"
Okay طيب ممكن تحكيلنا عن ال+daily*routine بتاعك، بتصحى الصبح بتعمل أيه كل يوم؟,تمام طيب ممكن تحكيلنا عن الروتين اليومي بتاعك، بتصحى الصبح بتعمل أيه كل يوم؟,"Okay, can you tell us about your daily routine? What do you do every morning when you wake up?"
Okay طيب بتعمل حاجة معينة في ال+weekends? بيبقى عندك plans معينة?,تمام طيب بتعمل حاجة معينة في الأجازات الأسبوعية? بيبقى عندك خطط معينة?,"Okay, do you used to do a certain thing in the weekends? Do you have certain plans?"
Okay طيب أنت قولت أنك بتقرا ممكن تحكيلنا عن الكتاب اللي بتقراه أو بتحب تقرأ عامة بلغة أيه، عربي مثلا؟ English? أي لغة؟ و .. و أيه اللون اللي بتحب تقراه، يعني say مثلا أدب ولا .. ولا مثلا رواية و لا أيه؟,تمام طيب أنت قولت أنك بتقرا ممكن تحكيلنا عن الكتاب اللي بتقراه أو بتحب تقرأ عامة بلغة أيه، عربي مثلا؟ إنجليزي? أي لغة؟ و .. و أيه اللون اللي بتحب تقراه، يعني نقول مثلا أدب ولا .. ولا مثلا رواية و لا أيه؟,"Okay, you said that you used to read, can you tell us about the book that you are reading? Or in general, in which language would you like to read, Arabic for example? English? Which language? And .. and what type would you like to read, let us say literature or .. or a novel for example or what?"
Okay طيب أنت بتحب تشجع رياضة معينة أو تلعب رياضة معينة,تمام طيب أنت بتحب تشجع رياضة معينة أو تلعب رياضة معينة,"Okay, would you like to encourage a particular sport or play a certain one?"
Okay طيب بتحب تسمع أغاني و لو أه بتحب تسمع بالعربي و لا بال+English و لو عندك أغنية مثلا بتحبها تقولنا عليها؟,تمام طيب بتحب تسمع أغاني و لو أه بتحب تسمع بالعربي و لا بالإنجليزي و لو عندك أغنية مثلا بتحبها تقولنا عليها؟,"Okay, do you like listening to songs? And if yes, would you like listening to Arabic or in English songs? Can you tell us about your favorite song?"
Okay طيب ممكن تحكيلنا عن فيلم أنت أتفرجت عليه و قصته أثرت فيك أو أخر فيلم أتفرجت عليه مثلا,تمام طيب ممكن تحكيلنا عن فيلم أنت أتفرجت عليه و قصته أثرت فيك أو أخر فيلم أتفرجت عليه مثلا,"Okay, can you tell us about a movie you watched and its story influenced you, or the last movie you saw for example?"
طيب ممكن تقولنا أنت نفسك لما تخلص جامعة تشتغل أيه؟ أيه ال+dream*job بتاعك؟,طيب ممكن تقولنا أنت نفسك لما تخلص جامعة تشتغل أيه؟ أيه وظيفة الأحلام بتاعتك؟,"Well, what do you want to do when you finished your college? What is your dream job?"
Okay طيب ممكن تحكيلنا عن internship أخدتها أو full-time أو part-time job و أيه ال+experience اللي أخدتها من الشغل ده؟,تمام طيب ممكن تحكيلنا عن تدريب أخدتها أو شغل بدوام كامل أو بدوام جزئي و أيه الخبرة اللي أخدتها من الشغل ده؟,"Okay, can you tell us about an internship you have took before or a full-time or a part-time job? And what is the experience that you got from that job?"
طيب أنت شايف من رأيك ال+working*life أحسن و لا حياتك و أنت student أحسن، يعني الحياة العملية أحلى و لا الحياة و أحنا لسه طلاب أحلى؟,طيب أنت شايف من رأيك الحياة المهنية أحسن و لا حياتك و أنت طالب أحسن، يعني الحياة العملية أحلى و لا الحياة و أحنا لسه طلاب أحلى؟,"Well, in your opinion, which is better? working life or your life as a student?"
Okay طيب أنت سافرت برا قبل كده؟,تمام طيب أنت سافرت برا قبل كده؟,"Okay, have you ever traveled abroad?"
طيب ممكن .. طب في بلد معينة نفسك تسافرها؟,طيب ممكن .. طب في بلد معينة نفسك تسافرها؟,"Well, is there a certain country you want to travel to?"
Okay في مكان معين هناك حابب تزوره يعنى، عشان كده حابب تروح البلد؟,تمام في مكان معين هناك حابب تزوره يعنى، عشان كده حابب تروح البلد؟,"Okay, is there a specific place you want to visit there? That's why you want to go to this country?"
Okay طيب ممكن تقولنا عن سفرية سافرتها جوا مصر و تحكيلنا ايه ال+experience اللي كانت هناك؟,تمام طيب ممكن تقولنا عن سفرية سافرتها جوا مصر و تحكيلنا ايه الخبرة اللي كانت هناك؟,"Okay, can you tell us about a travel you did inside Egypt? And tell us about the experience there?"
Okay طيب ممكن تحكيلنا عن فترة في حياتك حسيت أنها turning point?,تمام طيب ممكن تحكيلنا عن فترة في حياتك حسيت أنها نقطة تحول?,"Okay, can you tell us about a period in your life in which you felt that it is a turning point?"
لما حولت,لما حولت,When I switched
طيب حسيت أنه ده غير في شخصيتك حاجة او يعني أحكيلنا كده أيه اللي أتغير؟,طيب حسيت أنه ده غير في شخصيتك حاجة او يعني أحكيلنا كده أيه اللي أتغير؟,"Okay, did you feel that this changed anything in your personality? Tell us what has changed?"
"Okay طيب انت و أنت في الجامعة بتحب تشتغل in teams و لا بتحب تشتغل لوحدك على أي project, و ليه؟","تمام طيب انت و أنت في الجامعة بتحب تشتغل في فريق و لا بتحب تشتغل لوحدك على أي مشروع, و ليه؟","Okay, in college, do you like working in teams or individually on any project? And why?"
لا بس في ناس بتقول أنه لو أشتغلوا in .. in teams مثلا أنت ماتعرفش تعتمد على الناس اللي معاك فأنا أتحمل مسئولية ال+project لوحدي أحسن، فأنت ليه تختار team؟,لا بس في ناس بتقول أنه لو أشتغلوا في .. في فريق مثلا أنت ماتعرفش تعتمد على الناس اللي معاك فأنا أتحمل مسئولية المشروع لوحدي أحسن، فأنت ليه تختار فريق؟,"But, some people said that if they worked in .. in teams for example, you can't rely on them, so I would rather take the responsibility of the whole project, so why you choose to work with a team?"
Okay,تمام,Okay
Okay طيب أنت في عندك حد بتاخده مثل أعلى في حياتك سواء كان في الجامعة أو في حياتك العملية؟,تمام طيب أنت في عندك حد بتاخده مثل أعلى في حياتك سواء كان في الجامعة أو في حياتك العملية؟,"Okay, is there anyone you consider him your ideal in your life? Whether in the college or in your practical life?"
ليه؟,ليه؟,Why?
الإصرار,الإصرار,Insisting
"طيب في سؤال بيقول would you rather be liked or respected, تختار أنهي و ليه؟","طيب في سؤال بيقول تفضل أنك تكون محبوب و لا أن الناس تحترمك, تختار أنهي و ليه؟","Okay, here is a question which asks would you rather be liked or respected? Which one will you choose? And why?"
ليه؟,ليه؟,Why?
"طيب, بتعتبر نفسك شخص الناس سهل تتكلم معاه و لا صعب ي+break ال+ice ما بينكوا، و ليه؟","طيب, بتعتبر نفسك شخص الناس سهل تتكلم معاه و لا صعب تتعارفوا ما بينكوا، و ليه؟","Well, do you consider yourself a person who people can talk with him easily or its hard to break the ice with you? And why?"
Okay طيب بتلاقي صعوبة أنك تتعامل مع ناس of different social levels?,تمام طيب بتلاقي صعوبة أنك تتعامل مع ناس من مستويات اجتماعية مختلفة?,"Okay, do you have difficulty to deal with people of different social levels?"
بمعنى مش بتعرف تتعامل مع ناس مثلا أعلى منك في المستوى الأجتماعي أو أقل منك في المستوي الأجتماعى؟,بمعنى مش بتعرف تتعامل مع ناس مثلا أعلى منك في المستوى الأجتماعي أو أقل منك في المستوي الأجتماعى؟,This means that you can not deal with people for example who are higher or lower than you at the social level?
Okay طيب أيه أكتر صفة بتحبها في نفسك و مش عايزها أنها تتغير أبدا؟,تمام طيب أيه أكتر صفة بتحبها في نفسك و مش عايزها أنها تتغير أبدا؟,"Okay, what is the personal trait that you like the most in yourself and you do not want it to change at all?"
Okay طيب هل في صفة معينة أو طبع معين في شخص لو لاقيته تقول أنه أنا مش هعرف أتعامل مع الشخص ده و يعني صفة كده مابتحبهاش تبقى موجودة في اللي قدامك؟,تمام طيب هل في صفة معينة أو طبع معين في شخص لو لاقيته تقول أنه أنا مش هعرف أتعامل مع الشخص ده و يعني صفة كده مابتحبهاش تبقى موجودة في اللي قدامك؟,"Okay, is there a certain trait or a nature if you found in a person, no way you can deal with him? I mean a trait that you do not like to be in the person who you are dealing with?"
Okay طيب ممكن تحكيلنا عن أكتر situation ممكن تتوتر فيها؟,تمام طيب ممكن تحكيلنا عن أكتر موقف ممكن تتوتر فيها؟,"Okay, can you tell us about the most common situation you can be nervous about?"
طب و تتصرف أزاي في ال .. يعني في الوقت ده؟,طب و تتصرف أزاي في ال .. يعني في الوقت ده؟,How do you act at the .. at this time?
